county,state,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Swain County,NC,16.48,15.6,17.38,21.2,14.93,16.4,9.82,12.22,19.73,14.58,14.78,16.52,20.09,15.43,14.33,11.49,14.01,18.14,11.55,18.12,19.76
Sweet Grass County,MT,2.64,3.95,1.54,3.72,4.26,3.58,3.65,4.19,5,5.21,2.04,1.25,5.29,5.99,4.06,5.53,4.78,3.34,8.18,2.53,3.04
Sweetwater County,WY,1.88,1.8,1.76,3.37,1.98,2.46,3.98,2.28,1.99,1.86,2.08,1.53,3.4,4.96,3.09,2.79,3.07,1.07,2.17,1.03,2.89
Swift County,MN,7.75,10.07,6.98,11.04,11.01,8.62,8.67,7.38,7.83,15.59,8.66,3.72,6.14,8.76,9.42,16.27,13.2,12.78,15.09,10.27,12.74
Swisher County,TX,3.73,6.23,2.54,10.19,7.09,10.09,6.48,6.78,7.42,6.81,2.47,5.14,8.55,8.72,9.36,8.89,13.63,7.65,6.59,3.69,6.06
Switzerland County,IN,16.04,9.93,19.01,10.45,13.04,14.21,8.28,8.22,15.57,5.38,11.45,9.92,10.46,10.88,11.95,14.18,13.08,19.1,7.32,11.68,13.95
Talbot County,GA,8.67,13.87,15.73,20.48,17.32,9.84,12.45,11.69,14,10.85,8.82,11.33,16.53,12.21,16.14,7.75,15.09,13.61,9.62,16.1,16.96
Talbot County,MD,12.65,9.02,19.34,15.45,10.2,13.97,8.44,8.15,14.88,16.87,20.93,13.22,8.57,8.2,9.89,13.18,16.47,17.26,5.07,23.48,16.25
Taliaferro County,GA,6.73,11.86,14.04,19.99,11.25,10.67,9.05,10.72,15.32,11.37,7.33,12.05,17.1,10.09,14.81,8.42,12.03,9.69,7.8,16.31,15.17
Talladega County,AL,11.94,14.65,15.38,14.88,14.34,11.81,6.48,15.19,20.35,7.31,11.29,13.53,17.43,8.65,12.9,9.62,14.79,13.57,7.58,13.96,15.88
Tallahatchie County,MS,14.85,18.15,12.58,7.56,12.9,9.72,13.28,12.19,18.14,7.57,11.63,11.86,10.97,11.3,7.69,9.26,14.27,13.68,9.86,10.25,15.43
Tallapoosa County,AL,9.23,12.6,16.77,18.54,16.52,11.11,8.48,14.32,19.68,8.38,12.36,11.22,15.93,8.51,11.6,9.72,12.35,13.28,7.19,15.81,18.1
Tama County,IA,9.88,12.81,7.67,10.21,8.42,12.43,15.12,14.34,16.22,18.22,7.9,5.88,4.63,13.66,14.4,17.75,6.46,22.42,10.79,9.34,8.36
Taney County,MO,10.88,8.9,10.54,7.08,10.6,9.63,8.76,18.36,16.19,18.11,10.6,11.27,14.11,6.15,16.28,13.76,6.67,12.16,10.19,8.51,8.12
Tangipahoa Parish,LA,18.9,24,20.94,9.61,19.95,16.14,14.95,21.57,17.8,17.8,21.48,26.2,15.7,13.68,10.69,29.87,18.05,17.47,14.01,17.93,32.32
Taos County,NM,5.83,6.44,6.09,5.31,6.61,9.86,8.54,6.73,5.03,6.76,6.47,5.68,9.76,6.81,5.2,5.5,10.27,5.34,4.02,3.62,5.92
Tarrant County,TX,8.61,6.9,8.03,8.8,4.47,5.42,10.24,5.68,14.11,15.61,2.13,7.38,7.18,4.13,2.45,9.93,10.51,15.13,4.14,7.75,6.03
Tate County,MS,8.8,19.79,13.01,6.47,12.26,9.78,8.81,12.01,20.12,7.98,8.97,9.45,9.98,10.13,11.17,11.42,15.91,12.78,11.74,10.92,13.58
Tattnall County,GA,12.16,15.91,17.13,21.03,11.68,9.49,19.19,12.51,14.08,13.66,11.71,16.31,17.38,15.96,8.69,9.84,17.84,13.99,7.23,14.54,22.93
Taylor County,FL,18.22,20.55,20.01,26.95,18.16,11.99,19.55,26.52,17.71,18.63,13.45,24.99,27.26,21.43,17.39,25.37,20.83,23.64,16.5,22.43,25.57
Taylor County,GA,10.53,13.14,17.41,20.61,16.14,9.82,12.01,12.3,14.43,11.39,8.53,12.53,17.54,10.98,15.51,8.31,13.76,12.11,9.02,17.68,18.07
Taylor County,IA,10.55,7.87,6.79,13.06,9.59,15.92,14.97,12.74,9.07,14.66,11.55,7.87,5.58,18.12,23.46,20.11,7.79,16.6,14.56,9.59,9.62
Taylor County,KY,9.69,13.58,16.48,12.97,11.06,19.48,10.38,7.8,14.79,11.74,12.56,14.6,17.33,11.72,16.5,16.29,16.78,14.99,8.48,13.92,17.01
Taylor County,TX,7.28,9.16,4.02,7.47,9.46,5.1,10.84,7.53,8.79,10.17,2.6,10.87,10.11,6.64,6.53,10.51,10.24,10.92,1.83,9.03,5.42
Taylor County,WI,12.08,16.26,8.13,7.96,8.14,11.79,10.88,7.61,7.72,21.84,13.11,4.98,7.36,14.22,10.23,16.07,7.81,10.6,16.21,10.72,12.94
Taylor County,WV,16.57,10.37,17.9,16.19,8.81,10.9,14.96,8.98,8.92,10.31,18.11,12.01,17.28,11.07,10.24,13.44,13.57,18.07,10.96,8.97,12.7
Tazewell County,IL,9.92,9.96,13.69,9.46,8.96,11.65,7.2,18.13,12.33,11.28,7.26,9.48,4.07,15.54,12.75,17.98,7.61,11.16,10.98,13.07,9.09
Tazewell County,VA,15.98,10.34,16.41,15.05,9.59,14.2,8.88,11.42,15.64,12.95,13.56,16.62,14.43,14.72,14.73,11.23,9.4,16.76,6.54,15.66,12.14
Tehama County,CA,0.73,0.02,0.83,0.28,0.16,0.01,1.06,0.05,0.37,0.46,0.11,0.02,1.19,2.13,0.62,0.03,0.38,0.02,1.16,0.13,0.52
Telfair County,GA,11.45,15.28,17.27,22.03,11.7,10.18,14.66,12.5,11.94,12.08,9.09,13.23,20.49,12.39,11.81,10.55,15.59,16.01,9.66,17.36,21.23
Teller County,CO,6.33,5.41,5.99,7.99,5.42,12.22,7.76,5.69,8.49,6.74,8.49,7.33,11.91,9,6.33,4.52,9.88,7.57,5.72,4.3,7.81
Tensas Parish,LA,14.63,17.73,9.13,11.15,13.2,9.83,19.99,25.89,14.81,11.83,9.88,17.6,11.6,12.72,5.82,12.33,12.63,13.92,10.62,13.76,16.56
Terrebonne Parish,LA,20.68,25.67,18.8,15.03,17.77,18.57,18.21,25.63,19.7,20.62,26.37,33.57,18.32,16.77,13.36,28.2,24.74,24.4,17.08,14.84,24.86
Terrell County,GA,10.46,13.37,16.55,23.35,17.13,14.04,9.88,19.37,17.63,10.34,12.85,11.29,20.4,12.16,13.92,8.6,13.63,13.84,12.39,17.7,20.55
Terrell County,TX,2.46,3.35,8.27,8.47,3.33,5.09,6.58,9.27,2.19,9.39,0.89,6.43,6.13,4.98,2.45,7.27,11.1,6.61,2.61,2.28,4.65
Terry County,TX,4.54,4.35,2.37,12.5,6.12,9.64,6.16,10.38,4.71,11.91,2,4.79,5.17,10.29,5.02,9.35,8.5,8.16,5.2,1.76,5.37
Teton County,ID,2.78,4.43,2.59,5.24,4.46,3.47,3.9,2.4,3.09,3.32,2.73,2.95,4.97,8.39,5.43,4.38,4.68,1.47,5.96,2.01,5.1
Teton County,MT,2.82,5.19,2.91,4.9,3.13,3.23,2.63,4.13,4.71,4.59,1.87,2.13,4.01,4.45,3.99,5.23,2.25,1.9,6.14,1.7,2.5
Teton County,WY,2.79,4.95,3.34,7.12,5.17,3.71,5.21,2.33,3.12,3.79,2.78,3.28,6.91,8.36,6.33,4.52,6.8,2.19,6.35,2.69,5.22
Texas County,MO,10.67,11.26,13.93,9.41,14,10.97,9.21,16.31,12.59,13.84,12.21,11,16.15,6.48,15.82,15.98,7.6,11.66,10.35,8.98,7.86
Texas County,OK,4.35,7.9,6.3,9.87,5.12,8.68,3.43,8.15,5.66,5.86,3.66,4.95,8.78,6.36,9.56,6.07,8.83,8.52,5.89,8.48,4.88
Thayer County,NE,11.52,6.41,8.61,6.57,10.32,13.24,12.97,11.95,7.57,9.93,11.47,4.68,8.2,8.96,6.81,10.2,7.35,13.13,16.45,12.13,8.53
Thomas County,GA,16.79,15.6,16.75,21.83,18.69,9.89,12.84,18.08,13.77,11.26,11.86,16.89,26.77,13.39,12.23,18.34,13.58,18.33,10.72,19.94,25.28
Thomas County,KS,8.72,5.71,2.84,8.91,6.44,5.84,6.81,9.44,10.02,5.69,8.45,4.24,9.73,7.54,6.75,7.52,9.41,6.69,10.21,6.54,4.6
Thomas County,NE,8.59,4.66,2.4,12.4,4.94,7.31,5.38,8.83,9.46,9.65,9.21,2.55,8.82,8.27,8.88,7.94,13.92,10.19,13.95,9.73,9.2
Throckmorton County,TX,4.07,9.42,4.26,8.51,11.65,5.06,8.46,8.57,11.21,10.97,2.21,7.29,11.23,5.67,5.95,13.85,12.66,11.08,3.95,8.9,4.28
Thurston County,NE,10.59,7.53,10.71,7.41,6.76,11.77,14.99,8.76,10.3,12.97,6.73,2.61,7,12.76,16.14,11.98,12.67,12.01,11.49,6.56,8.17
Thurston County,WA,3.54,1.24,1.93,8.09,3.01,1.66,4.45,3.2,3.61,6.29,3.56,1.01,9.91,4.6,4.01,3.07,1.62,2.34,5.53,3.87,3.7
Tift County,GA,15.15,18.42,18.77,23.87,14.7,10.67,15.22,14.58,10.65,10.9,12.18,15.34,20.35,11.06,11.92,10.6,13.92,15.51,11.36,13.59,20.46
Tillamook County,OR,5.67,2.31,3.19,12.4,5.11,3.47,5.69,4.45,4.78,6.98,4.47,0.84,15.28,5.53,4.8,5.04,4.96,4.32,9.52,6.6,6.36
Tillman County,OK,4.87,6.58,4.44,8.12,9.19,6.38,6.23,7.84,8.72,11.31,1.55,4.89,7.7,6.13,5.15,9.35,15.17,10.82,5.37,9.02,7.4
Tioga County,NY,10.64,8.51,14.46,21.98,8.45,15.79,12.01,9.67,11.65,9.58,20.89,12.14,14.58,9.5,9.44,8.17,10.57,23.32,9.83,8.96,18.39
Tioga County,PA,12.63,8.34,17.34,23.79,10.61,13.59,10.82,9.66,10.99,9.49,16.99,11.55,11.5,9.61,11.26,8.05,10.32,24.28,11.81,7.33,19.77
Tippah County,MS,13.17,17.81,16.11,10.36,16.86,11.23,7.39,9.43,21.17,10.5,11.71,11.74,10.49,10.01,12.03,10.09,14.18,12.7,12.18,14.69,16.36
Tippecanoe County,IN,12.05,11.56,21.36,8.82,14.4,12.22,8.74,11.16,6.67,9.01,11.14,11.69,8.97,14.16,12.03,14.63,13.18,12.5,8.64,9.04,11.34
Tipton County,IN,12.56,9.65,23.81,10.85,13.4,12.91,9.48,9.14,6.85,8.11,10.8,13.11,7.16,12.31,9.22,12.14,11.13,16.9,7.25,8.82,14.13
Tipton County,TN,9.03,16.45,11.41,10.96,16.5,13.3,9.56,7.33,18.39,8.37,8.63,9.29,13.4,13.56,11.23,11.48,13.76,12.74,11.38,10.59,11.99
Tishomingo County,MS,14.8,19.24,15.46,16.74,17.45,6.9,6.28,10.93,18.94,12.67,11.03,13.44,10.99,12.17,13.5,10.4,14.44,11.05,13.68,20.73,19.71
Titus County,TX,12.74,6.88,8.13,5.25,8.89,4.56,14.46,12.88,22.25,7.57,2.94,9.19,11.9,6.68,3.19,9.4,13.85,14.71,5.73,11.41,6.92
Todd County,KY,9.91,16.23,14.83,12.07,15.17,17.99,4.45,8.35,18.76,4.87,12.26,13.64,14.35,7.54,12.64,21.74,17.97,13.02,9.25,15.8,12.76
Todd County,MN,7.08,15.96,6.06,12.72,11.32,9.84,9.15,8.19,7.03,18.07,11.83,5.31,8.4,10.68,10.94,15.47,17.1,10.95,15.48,14.89,10.21
Todd County,SD,5.95,5.87,3.16,7.06,5.21,6.72,6.96,5.92,9.01,5.54,8.22,2.29,6.85,6.64,7.76,6.62,8.77,8.22,13.6,6.18,8.12
Tolland County,CT,9.83,11.22,14.51,17.92,8.4,9.99,7.58,19.4,14.7,8.82,23.06,14.85,10.82,9.7,8.74,9.54,11.65,21.03,12.02,6.31,25.11
Tom Green County,TX,5.82,5.53,6.48,9.18,8.33,7.1,10.5,7.5,11.28,7,2.23,9.18,9.35,4.91,2.92,8.95,8.64,11.79,2.91,7.94,9.27
Tompkins County,NY,11.86,9.52,15.38,19.88,8.24,15.11,12.16,10.78,11.63,10.43,17.01,9.76,16.1,11.52,10.49,8.47,11.09,17.05,10.24,8.88,18.42
Tooele County,UT,1.64,1.5,1.07,1.99,1.03,2.12,1.66,0.8,1.04,1.13,1.49,1.96,3.27,4.4,2.41,1.79,2.11,0.57,1.94,0.43,2.42
Toole County,MT,2.78,4.9,1.48,4.09,3.33,2.29,3.11,4,2.82,5.22,1.2,2.02,5.68,4.21,4.51,4.66,1.32,1.84,4.3,1.65,3.42
Toombs County,GA,11.43,18.48,16.91,23.36,11.91,9.17,19.25,12.44,14.92,14.18,12.06,14.04,19.39,14.11,7.96,8.3,16.08,15.93,7.03,17.19,23.13
Torrance County,NM,5.53,7.63,3.98,6.95,6.74,10.97,4.43,9.06,6.16,6.65,5.32,5.17,9.53,9.49,6.37,7.07,7.33,6.52,5.16,3.81,5.48
Towner County,ND,6.66,9.94,6.14,7.34,7.29,4.48,5.37,8.17,4.72,10.81,6.28,5.42,7.19,6.66,6.95,10.41,6.02,5.38,9.66,6.4,5.88
Towns County,GA,14.1,16.01,20.19,22.5,20.82,11.53,10.16,12.83,20.8,14.62,10.96,15.79,24.26,13.15,16.99,10.88,14.19,17.63,9.72,18.08,20.86
Traill County,ND,8.89,13.03,7.2,9.64,8.2,7.94,6.06,10.51,5.61,11.36,8.99,4.35,5.43,6.48,6.07,12.85,7.38,8.21,15.25,9.53,6.25
Transylvania County,NC,18.04,18.07,25.99,34.37,21.46,18.71,10.56,14.05,21.58,16.22,18.25,23.29,31.13,14.99,14.7,17.03,16.34,24.07,11.69,26.55,20.74
Traverse County,MN,10.2,9.84,4.24,15.42,11.15,11.46,7.88,9.3,7.52,13.18,11.03,5.62,6.79,6.9,6.39,11.72,10.58,9.36,14.41,8.69,12.78
Travis County,TX,11.02,11.98,7.55,5.59,7.21,4.79,13.63,4.24,10.16,13.96,0.68,10.97,10.79,9.43,1.96,12.11,13.69,12.51,2.24,8.13,9.26
Treasure County,MT,3.06,3.24,1.5,3.41,1.95,3.1,2.63,3.55,3.79,6.35,3.33,0.94,4.17,5.41,3.14,6.52,2.93,3.68,8.11,2.38,3.14
Trego County,KS,11.37,4.28,5.27,9.04,6.97,7.42,8.1,8.06,9.14,5.41,8.21,5.05,7.49,7.46,6.44,9.44,5.96,9.35,8.6,8.46,6.1
Trempealeau County,WI,11.87,12.54,6.11,12.54,14.4,12.37,18.1,7.61,9.24,21.47,10.73,6.15,4.68,12.1,12.81,23.06,11.08,14.75,16.15,9.57,14.48
Treutlen County,GA,9.95,14.48,14.9,19.94,11.01,8.12,15.81,9.31,13.31,13.98,11.93,12.37,19.49,12.54,8.72,7.29,14.24,17.48,7.19,19.2,22.17
Trigg County,KY,11.02,14.94,13.73,9.33,17.67,20.25,4.72,6.73,17.02,4.79,10.67,13.25,17.35,8.7,14.99,22.93,11.19,12.42,9.36,15.21,11.47
Trimble County,KY,12.82,11.26,20.55,10.47,12.4,18.83,8.89,8.07,19.75,6.73,10.74,12.22,9.85,11.45,12.98,15.12,13.43,20.37,6.5,11.31,15.53
Trinity County,CA,1.42,0.18,1.83,0.21,0.06,0.18,0.72,0.11,0.89,0.99,0.41,0.31,3.37,3.14,1.67,0.08,1.11,0.39,1.86,0.59,1.05
Trinity County,TX,12.78,10.93,12.43,8.01,11.58,8.1,12.3,12.35,11.06,9.26,4.11,14.37,9.84,11.73,2.6,10.91,21.33,15.32,8.35,12.12,10.37
Tripp County,SD,8.1,5.94,3.76,6.42,3.75,6.27,6.99,6.36,9.78,6.97,7.99,1.68,6.72,5.89,8.91,6.71,11.42,8.63,15.26,7.94,7.62
Troup County,GA,8.6,10.47,12.8,14.75,18.82,11.58,10.05,12.62,15.84,9.16,10.83,8.87,15.68,10.25,12.25,8.2,15.19,13.58,8.72,15.74,16.6
Trousdale County,TN,9.43,13.71,16.96,13.01,14.04,12.32,6.66,6.9,17.21,14.33,9.33,18.79,16.03,9.51,14.05,15.38,15.29,14.22,10.04,15.86,14.02
Trumbull County,OH,8.83,9.68,19.42,15.95,12.82,16.78,11.05,11.97,10.64,8.82,14.78,14.77,13.39,12.72,9.17,13.16,7.77,13.1,12.84,13.94,15.19
Tucker County,WV,15.42,13.52,21.67,14.74,10.3,11.58,15.17,10.61,11.09,10.78,18.81,14.3,15.98,11.12,12.21,12.35,17.59,23.74,11.34,13.88,13.95
Tulare County,CA,0.58,0.03,1.58,0.14,1.13,0.25,0.71,0.28,0.16,0.11,0.67,0.11,1.02,0.89,1.16,0.03,0.93,0.28,0.08,0,0.18
Tulsa County,OK,4.66,7.9,15.32,9.98,11.71,10.67,14.63,11.56,16.1,11.73,7.95,6.34,10.32,8.97,12.99,10.43,11.05,10.76,15.18,14.77,6.1
Tunica County,MS,6.82,21.38,10.68,5.66,11.97,8.28,8.93,11.41,17.61,5.68,7.28,8.32,10.47,10.15,10.35,10.38,17.68,12.93,12.2,11.64,10.71
Tuolumne County,CA,1.08,0.47,1.4,0.47,1.15,0.34,1,0.12,0.51,0.12,0.91,0.54,1.07,2.13,1.2,0.23,1.83,0.38,0.8,0.42,0.81
Turner County,GA,11.98,16.27,16.45,21.39,12.18,10.47,13.69,13.22,11.73,10.24,11.14,12.87,19.71,11.52,13.66,8.71,13.87,14.81,10.56,14.93,17.86
Turner County,SD,8.82,10.99,9.4,10.9,6.08,10.71,8.73,6.08,8.97,19.99,6.24,2.54,6.49,8.37,13.79,10.86,9.85,14.09,12.67,4.22,9.93
Tuscaloosa County,AL,16.35,13.23,14.89,11.73,18.39,10.1,10.94,11.06,22.55,9.92,16.5,16.18,14.6,6.4,10.14,9.12,11.36,14.09,10.35,11.14,18.05
Tuscarawas County,OH,9.36,8.1,20.44,17.35,15.3,13.93,11.1,9.48,10.71,9.93,14.01,10.74,8.57,12.83,7.87,10.37,10.08,14.67,10.74,8.45,12.99
Tuscola County,MI,8.44,7.24,6.89,6.35,9.3,10.37,8.59,14.47,7.46,8.47,9.25,10.5,6.51,13.38,11.33,12.83,5.63,9.83,9.25,9.63,13.72
Twiggs County,GA,12.12,12.07,13.47,22.12,12.89,8.63,14.81,11.73,14.2,15.13,9.35,12.6,19.66,10.86,10.17,7.15,12.11,12.85,9.77,18.1,17.7
Twin Falls County,ID,1.5,0.94,1.36,1.6,1.04,1.27,1.2,0.72,0.92,1.06,0.57,1.18,2.38,3.2,2.76,2.49,1.61,0.17,2.52,0.54,1.66
Tyler County,TX,15.14,14.56,16.17,8.24,16.18,16.98,13.93,12.28,12.08,11.54,6.81,16.68,13.2,13.31,7.18,12.42,33.78,22.74,13.56,16.16,12.17
Tyler County,WV,14.96,8.27,18.15,17.51,9.58,12.94,12.31,9.2,10.73,10.47,16.02,12.88,17.35,8.9,12.7,9.95,14.22,20.24,11.33,9.47,12.4
Tyrrell County,NC,10.95,16.78,24.19,19.65,15.02,19.48,8.7,13.14,20.62,21.06,26.65,16.37,13.93,17.98,14.64,22.95,16.31,22.89,19.58,17.99,15.89
Uinta County,WY,2.95,2.61,2.69,2.74,2.08,4.54,3.49,2.91,2.59,2.19,3.15,2.57,4.82,6.93,3.66,2.86,3.54,1.43,2.63,1.04,3.98
Uintah County,UT,2.9,3.66,1.55,3.35,3.14,3.74,3.41,2.71,2.29,2.54,4.55,2.35,4.85,7.35,3.25,5.15,3.87,1.8,1.5,0.81,4.56
Ulster County,NY,9.83,10.58,21.06,23.76,9.67,14.32,12.06,14.18,15.83,10.92,30.33,15.72,12.53,8.93,13.37,12.22,10.92,24.02,9.58,14.13,24.41
Umatilla County,OR,0.8,0.8,1.33,2.84,0.62,1,1.28,1.3,1.39,1.91,0.46,1.33,3.77,1.86,1.67,1.96,1.44,0.49,2.11,0.76,1.33
Unicoi County,TN,18.92,10.77,17.2,17.18,11.28,14.37,9.2,11,18.4,16.56,12.68,20.15,15.33,9.75,12.83,11.87,11,16.26,8.71,14.18,13.28
Union County,AR,10.13,11.11,10.38,7.58,9.77,8.25,12.66,19.72,19.86,8.3,7.84,14.56,8.74,8.89,3.89,14.28,11.83,10.86,6.73,16.49,13.59
Union County,FL,21.9,20.81,19.04,36.34,13.66,15.94,17.63,21.69,18.99,16.39,20.17,20.16,21.57,20.27,25.71,19.49,25.43,17.81,14.95,22.68,28.71
Union County,GA,13.67,15.08,19.87,21.22,20.01,11.45,10.49,12.23,21.03,15.4,12.18,15.34,23.41,13.48,18.18,9.69,15.19,16.38,9.26,17.27,22.44
Union County,IA,10.1,9.72,6.46,11.69,7.51,14,17.29,17.04,12.49,19.22,9.01,6.74,5.41,16.04,19.39,18.07,6.73,16.09,13.2,8.05,10.26
Union County,IL,16,9.06,10.22,8.62,14.82,17.07,5.86,11.12,13.51,7.76,12.23,9.7,8.48,7.84,13.86,21.61,6.13,13.15,9.56,12.34,11.73
Union County,IN,15.62,8.24,18.67,8.07,13.42,15.14,7.95,7.38,11.4,5.53,10.07,11.31,8.57,9.91,9.76,15.8,12.49,16.1,6.83,8.68,12.07
Union County,KY,11.71,7.9,11.28,7.75,15.02,18.92,6.32,9,14.46,5.59,14.94,13.81,10.5,8.32,13.61,17.79,7.73,10.73,8.41,13.97,11.33
Union County,MS,13.99,17.18,15.38,8.28,18.12,10.84,8.66,11.98,21.65,9.79,12.15,13.89,10.52,9.85,14.31,8.95,10.85,14.28,11.7,14.06,16.04
Union County,NC,9.22,11.93,14.75,21.53,10.45,10.38,4.14,15.58,7.78,11.49,12.4,16.93,11.46,13.3,10.42,7.19,12.25,15.25,7.83,14.83,9.08
Union County,NJ,9.52,10.07,15.36,21.81,7.23,13.37,14.2,14.26,14.4,9.72,28.52,10.77,10.52,10.12,7.39,10.43,11.61,19.51,13.42,16.95,24.64
Union County,NM,5.55,6.82,3.08,11.3,6.47,10.66,4.94,8.56,7.48,8.27,6,3.53,10.22,6.7,10.04,8.23,12.72,8.75,5.65,6.59,5.29
Union County,OH,11.55,12.1,17.14,10.33,14.47,11.91,11.43,5.91,8.53,7.88,13.51,11.72,11.99,8.46,9.44,13.66,10.96,11.89,8.46,8.37,12.59
Union County,OR,1.43,1.76,1.95,4.56,0.66,2.05,1.71,2.02,2.25,1.91,0.61,1.81,5.17,2.53,3.14,2.33,1.97,0.76,2.67,1.15,2.14
Union County,PA,10.45,8.43,20.35,22.16,7.97,14.75,7.46,11.57,12.23,12.27,27.13,13.87,7.54,11.37,11.02,8.47,13.04,24.43,9.99,7.53,21.72
Union County,SC,11.17,12.38,12.88,17.78,7.82,12.8,3.98,12.06,8.74,11.64,9.98,11.96,15.7,12.27,10.65,9.08,8.63,12.25,8.27,14.5,10.88
Union County,SD,9.22,10.13,9.87,10.23,9.06,10.47,10.87,7.79,11.44,18.84,5.05,2.46,6.34,9.41,14.11,10,10.69,14.47,10.8,5.49,8.1
Union County,TN,13.5,12.95,15.01,13.36,10.24,14.48,8.33,8.66,15.8,15.17,13.94,15.44,14.86,13.78,12.36,10.42,12.38,14.19,9.93,12.07,15.36
Union Parish,LA,12.65,11.14,11.35,9.78,9.34,8.84,15.68,18.16,17.25,11.34,8.5,14.76,7.94,9.7,3.37,13.58,11.74,11.54,8.53,14.52,13.99
Upshur County,TX,13.03,8.87,8.42,5.79,9.5,4.99,15.73,14.27,23.8,9.11,2.62,9.95,12.23,7.22,3.3,9.83,10.37,11.14,4.04,12.9,10.04
Upshur County,WV,15.38,12.35,20.03,15.61,10.89,12.46,14.15,8.49,13.54,14.28,15.51,17.01,15.35,11.81,12.36,12.69,14.1,20.96,11.1,13.96,14.27
Upson County,GA,8.77,12.86,15.08,17.62,18.29,10.74,11.56,11.69,12.48,12.21,7.81,11.09,16.74,12.15,16.15,8.38,14.36,13.67,9.24,16.19,16.31
Upton County,TX,3.09,3.51,4.74,9.22,5.98,5.39,7.29,7.34,6.13,8.9,1.26,6.77,4,4.95,3.08,5.47,7.49,7.38,3.07,1.76,3.77
Utah County,UT,2.36,3.34,2.23,2.39,1.94,3.81,3.57,2.49,1.95,2.36,3.76,3.46,5.2,7.26,3.56,2.87,3.9,1.93,2.71,0.64,5.29
Uvalde County,TX,7.92,16.63,12.64,6.36,5.45,5.74,15.83,8.57,5.68,9.29,2.76,9.74,6.41,5.54,1.69,10.95,7.16,16.57,4.42,3.04,7.02
Val Verde County,TX,3.43,5.01,10.13,8.25,4.86,5.39,7.51,8.99,2.9,8.83,3.18,6.05,7.73,6.53,1.18,9.75,8.46,10.51,1.45,6.02,4.79
Valencia County,NM,3.91,5.19,2.41,4.19,4.01,8.11,4.51,4.89,5.32,4.5,3.53,3.52,7.29,7.31,5.97,3.32,5.83,3.86,3.03,2.83,4.52
Valley County,ID,3.24,2.28,2.16,6.19,1.52,1.81,2.84,2.46,3.09,2.31,1.14,1.36,6.59,3.74,4.29,2.16,3.87,0.83,3.18,1.63,2.36
Valley County,MT,4.8,6.42,2.97,4.41,2.99,2.95,2.25,3.98,4.63,6.03,3.99,2.07,4.61,7.27,5.4,6.56,1.9,3.61,8.61,3,2.91
Valley County,NE,9.54,6.19,5.18,9.39,5.96,10.11,7.99,7.3,8.44,7.87,6.16,1.4,9.08,9.55,7.91,9.75,12.1,10.98,14.84,7.15,8.75
Van Buren County,AR,9.54,11.69,11.42,11.43,12.25,11.01,11.49,22.62,18.94,11.8,9.83,13.42,11.24,8.4,12.12,19.29,13.27,19.08,12.76,14.59,9.73
Van Buren County,IA,9.77,6.07,13.74,12.22,8.81,10.15,14.97,17.56,15.43,20.48,3.74,6.59,5.11,15.3,14.26,15.76,7.26,14.84,13.95,9.18,10.72
Van Buren County,MI,11.88,8.08,9.27,8.96,9.9,13.88,13.14,17.27,7.59,9.27,12.66,9.34,7.3,9.61,9.93,15.06,8.16,11.68,11.55,8.14,9.99
Van Buren County,TN,15.05,14.89,16.28,17.87,12.89,11.09,9.52,8.6,16.88,7.92,13.21,20.21,16.26,13.19,16.57,10.76,14.27,20.85,12.72,15.13,22.13
Van Wert County,OH,11.74,7.72,20.14,13.92,11.43,11.02,14.35,7.37,6.61,6.25,11.85,13.95,9.39,12.21,14.79,10.41,10.9,12.43,9.68,8.6,13.97
Van Zandt County,TX,10.39,9.22,6.26,6.71,7.58,3.99,14.43,11.01,16.91,8.22,1.84,9.56,11.33,7.21,3.21,8.43,11.01,10.94,4.05,13.17,7.96
Vance County,NC,11.54,17.33,17.14,19.03,6.9,18.49,5.15,16.62,10.16,11.1,14.26,16.14,11.27,16.85,12.13,12.98,9.95,16.94,7.5,18.79,16.36
Vanderburgh County,IN,13.26,9.67,9.38,10.14,14.56,22.39,6.52,6.61,14.11,5.89,15.7,12.32,8.97,10.69,10.75,14.52,10.14,12.21,9.24,12.8,12.53
Venango County,PA,8.3,10.03,19.34,20.27,11.83,19.99,10.39,9.57,11.94,11.38,13.95,10.63,10.2,12.68,11.1,12.83,9.94,14.19,14.79,9.19,17.82
Ventura County,CA,0.06,0.06,0.08,0.01,0.31,0.08,0.63,0.06,0.03,0.03,0.04,0.05,0.12,0.13,0.82,0,0.22,0,0.01,0,0.02
Vermilion County,IL,12.45,13.59,18.7,10.39,12.93,12.23,8.88,13.36,10.28,9.1,7.08,11.34,6.71,13.26,11.75,15.94,7.58,12.24,8.45,8.64,12.17
Vermilion Parish,LA,25.48,20.66,19.74,9.73,17.38,18.88,24.76,16.34,23.58,14.18,20.65,25.37,15.96,21.75,13.54,34.04,23.27,28.44,19.62,19.22,24.7
Vermillion County,IN,13.17,9.36,18.9,7.8,13.53,11.58,9.58,11.9,9.72,8.82,6.86,9.67,7.02,11.21,7.95,15.49,6.85,14.79,8.32,8.87,11.35
Vernon County,MO,8.12,5.97,13.58,10.39,11.84,6.98,10.09,15.19,12.83,19.71,8.68,9.73,12.11,12.21,13.1,15.55,12.05,12.71,21.21,8.95,12.41
