county,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,lat,lon,FIPS
"CA, Sutter",,,,0.0,9.0,12.0,3.0,0.0,0.0,0.0,0.0,8.0,10.0,8.0,2.0,12.0,3.0,1.0,1.0,1.0,39.035257,-121.702758,6101
"CA, Tehama",,,,10.0,4.0,6.0,4.0,4.0,0.0,0.0,1.0,4.0,5.0,4.0,5.0,5.0,2.0,2.0,0.0,2.0,40.126156,-122.232276,6103
"CA, Trinity",,,,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,40.647724,-123.114404,6105
"CA, Tulare",,,,3.0,56.0,6.0,10.0,5.0,4.0,12.0,11.0,7.0,5.0,21.0,13.0,10.0,12.0,8.0,24.0,7.0,36.230453,-118.780542,6107
"CA, Tuolumne",,,,0.0,1.0,0.0,0.0,,0.0,,,,,,,,0.0,1.0,0.0,,38.021451,-119.964708,6109
"CA, Ventura",,,,2.0,1.0,3.0,1.0,0.0,0.0,,0.0,7.0,2.0,1.0,6.0,7.0,1.0,2.0,2.0,0.0,34.358742,-119.133143,6111
"CA, Yolo",,,,1.0,11.0,27.0,2.0,1.0,2.0,0.0,0.0,10.0,6.0,15.0,8.0,16.0,6.0,11.0,1.0,4.0,38.679268,-121.903178,6113
"CA, Yuba",,,,0.0,6.0,5.0,0.0,0.0,1.0,0.0,3.0,4.0,13.0,6.0,10.0,11.0,1.0,2.0,0.0,0.0,39.270026,-121.34428,6115
"CO, Adams",,4.0,232.0,15.0,4.0,11.0,31.0,6.0,6.0,3.0,0.0,16.0,25.0,5.0,7.0,12.0,4.0,3.0,9.0,0.0,39.874325,-104.331872,8001
"CO, Alamosa",,,3.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,,1.0,0.0,,,,,,37.568442,-105.788041,8003
"CO, Arapahoe",,0.0,138.0,0.0,2.0,2.0,18.0,1.0,10.0,7.0,,4.0,5.0,4.0,11.0,8.0,5.0,6.0,3.0,0.0,39.644632,-104.331733,8005
"CO, Archuleta",,,0.0,2.0,0.0,,,,,,1.0,0.0,,,,,1.0,,1.0,,37.202395,-107.050863,8007
"CO, Baca",,0.0,5.0,1.0,,,1.0,,,1.0,,1.0,,,,,1.0,,,,37.303144,-102.535457,8009
"CO, Bent",,0.0,7.0,,4.0,3.0,4.0,0.0,,,,,1.0,2.0,,2.0,,,,,37.931891,-103.077584,8011
"CO, Boulder",,0.0,421.0,14.0,5.0,74.0,95.0,13.0,12.0,6.0,2.0,1.0,52.0,11.0,11.0,23.0,9.0,11.0,12.0,3.0,40.094826,-105.398382,8013
"CO, Chaffee",,,7.0,,0.0,,,,,,,,,,,,1.0,,,,38.738246,-106.316972,8015
"CO, Cheyenne",,0.0,4.0,,,,2.0,,2.0,,,,1.0,1.0,,,,,,,38.835387,-102.604585,8017
"CO, Clear Creek",,,1.0,,,,,,,,,,,,,,,1.0,,,39.689403,-105.670791,8019
"CO, Conejos",,0.0,1.0,,,,,,,,,,,,0.0,,,,,,37.213407,-106.176447,8021
"CO, Costilla",,,0.0,,,,,,,,,,,,1.0,1.0,,,,,37.277547,-105.42894,8023
"CO, Crowley",,0.0,4.0,0.0,0.0,2.0,1.0,,,,,,2.0,,1.0,,1.0,,,,38.321956,-103.787562,8025
"CO, Custer",,0.0,,,,,1.0,,,,,,,,,,,,,,38.101994,-105.373515,8027
"CO, Delta",,,10.0,27.0,1.0,34.0,6.0,1.0,0.0,1.0,1.0,22.0,14.0,3.0,0.0,0.0,1.0,8.0,33.0,15.0,38.861756,-107.864757,8029
"CO, Denver",,1.0,162.0,3.0,5.0,5.0,27.0,3.0,1.0,1.0,1.0,16.0,12.0,5.0,11.0,19.0,1.0,5.0,2.0,7.0,39.761849,-104.880625,8031
"CO, Dolores",,,0.0,,,,,,,,,,,,,,,,,,37.747602,-108.530383,8033
"CO, Douglas",,0.0,39.0,1.0,1.0,,8.0,,,1.0,,1.0,2.0,2.0,2.0,1.0,,,0.0,,39.326435,-104.926199,8035
"CO, Eagle",,,1.0,0.0,1.0,1.0,,,,,,,1.0,,,,,,,,39.630638,-106.692944,8037
"CO, El Paso",,2.0,114.0,2.0,1.0,5.0,4.0,0.0,,1.0,,2.0,1.0,2.0,1.0,1.0,,2.0,,,38.827383,-104.527472,8041
"CO, Elbert",,0.0,8.0,,,2.0,0.0,,,,,,1.0,,,,,,1.0,,39.310817,-104.117928,8039
"CO, Fremont",,0.0,77.0,4.0,4.0,1.0,14.0,,0.0,,,5.0,,2.0,4.0,,1.0,,0.0,,38.455658,-105.421438,8043
"CO, Garfield",,,2.0,5.0,1.0,2.0,5.0,,,,,,0.0,,,,,1.0,0.0,,39.599352,-107.90978,8045
"CO, Grand",,0.0,1.0,0.0,,,,,,,,,,,,,,,,,40.123289,-106.095876,8049
"CO, Gunnison",,,0.0,1.0,,,,1.0,,,,,,,,,,,,,38.669679,-107.078108,8051
"CO, Huerfano",,0.0,10.0,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,37.687815,-104.959928,8055
"CO, Jefferson",,2.0,157.0,8.0,6.0,8.0,33.0,3.0,8.0,1.0,0.0,3.0,5.0,4.0,8.0,3.0,5.0,5.0,8.0,2.0,39.58646,-105.245601,8059
"CO, Kiowa",,,1.0,,,,,1.0,,,,,,,,,,,,,38.388466,-102.75621,8061
"CO, Kit Carson",,0.0,5.0,2.0,,,,,,1.0,,,,1.0,,,,,,,39.30534,-102.603023,8063
"CO, La Plata",,,14.0,21.0,1.0,2.0,3.0,,1.0,2.0,1.0,4.0,1.0,,1.0,1.0,2.0,,6.0,2.0,37.287367,-107.839718,8067
"CO, Larimer",,0.0,546.0,17.0,13.0,42.0,94.0,13.0,26.0,13.0,1.0,8.0,89.0,18.0,17.0,32.0,14.0,17.0,7.0,3.0,40.663091,-105.482131,8069
"CO, Las Animas",,0.0,7.0,0.0,1.0,0.0,2.0,,0.0,,0.0,1.0,,,,,,,0.0,,37.318831,-104.04411,8071
"CO, Lincoln",,0.0,8.0,,,,3.0,,0.0,,,,1.0,,,,0.0,,,,38.99374,-103.507555,8073
"CO, Logan",,1.0,84.0,5.0,4.0,7.0,9.0,2.0,1.0,0.0,0.0,0.0,7.0,4.0,1.0,3.0,1.0,4.0,2.0,,40.728091,-103.090464,8075
"CO, Mesa",,0.0,19.0,127.0,10.0,38.0,37.0,,2.0,12.0,0.0,14.0,9.0,7.0,2.0,0.0,0.0,2.0,6.0,,39.019492,-108.461837,8077
"CO, Moffat",,0.0,2.0,,,,0.0,,,1.0,,,,,,,,,,,40.573984,-108.204521,8081
"CO, Montezuma",,,5.0,4.0,,,4.0,,,0.0,,,6.0,,,,0.0,,4.0,,37.338025,-108.595786,8083
"CO, Montrose",,,9.0,11.0,,13.0,3.0,,0.0,,0.0,20.0,2.0,1.0,,,1.0,8.0,9.0,1.0,38.413427,-108.263042,8085
"CO, Morgan",,0.0,61.0,1.0,4.0,2.0,14.0,2.0,3.0,,,2.0,17.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,40.262354,-103.807092,8087
"CO, Otero",,0.0,28.0,0.0,1.0,3.0,10.0,1.0,7.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,,2.0,1.0,,37.88417,-103.72126,8089
"CO, Ouray",,,0.0,0.0,,0.0,,,,,,,,,,,,,,,38.1506,-107.767133,8091
"CO, Park",,,1.0,1.0,,,,,,,,,,,0.0,,,,,,39.118914,-105.717648,8093
"CO, Phillips",,0.0,23.0,2.0,4.0,1.0,2.0,1.0,,4.0,,,,,0.0,,1.0,,,,40.594712,-102.345105,8095
"CO, Pitkin",,,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,,39.217533,-106.915943,8097
"CO, Prowers",,1.0,42.0,3.0,4.0,5.0,7.0,1.0,5.0,4.0,0.0,1.0,6.0,6.0,1.0,,,,,,37.958181,-102.392161,8099
"CO, Pueblo",,1.0,183.0,4.0,5.0,7.0,20.0,2.0,2.0,2.0,0.0,1.0,5.0,7.0,4.0,1.0,2.0,0.0,3.0,,38.170658,-104.489893,8101
"CO, Rio Blanco",,,,1.0,,,,,,,,,0.0,,,2.0,,,1.0,,39.972606,-108.200685,8103
"CO, Rio Grande",,,3.0,,,,,,,,0.0,,,,1.0,,,,,,37.485763,-106.453214,8105
"CO, Routt",,,0.0,0.0,,,,,,,,,,,,,,,,,40.48316,-106.985289,8107
"CO, Saguache",,,2.0,0.0,,,,,,,,,,1.0,,,,,,,38.033952,-106.246675,8109
"CO, San Miguel",,,,,,,,,,,,,,,,,,1.0,1.0,,38.009374,-108.427326,8113
"CO, Sedgwick",,0.0,13.0,1.0,5.0,,,,1.0,2.0,,,1.0,,1.0,3.0,,,,,40.871568,-102.355358,8115
"CO, Summit",,,3.0,,,,,,,,,,1.0,,,,,,,,39.621023,-106.137555,8117
"CO, Teller",,,0.0,,,,0.0,,,,,,,,,,,,1.0,,38.871994,-105.182552,8119
"CO, Washington",,1.0,10.0,,,,3.0,,,,,,2.0,,1.0,,1.0,1.0,,,39.965413,-103.209605,8121
"CO, Weld",,1.0,402.0,8.0,17.0,68.0,98.0,19.0,15.0,18.0,0.0,5.0,43.0,25.0,10.0,27.0,14.0,15.0,9.0,0.0,40.555794,-104.383649,8123
"CO, Yuma",,0.0,17.0,,2.0,1.0,5.0,1.0,,,,,,,,,0.0,,,,40.000631,-102.422649,8125
"CT, Fairfield",3.0,8.0,6.0,1.0,3.0,3.0,1.0,8.0,0.0,7.0,6.0,11.0,4.0,4.0,8.0,0.0,2.0,11.0,1.0,5.0,41.228103,-73.366757,9001
"CT, Hartford",0.0,6.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,41.806053,-72.732916,9003
"CT, Litchfield",0.0,0.0,1.0,0.0,,,,,,0.0,0.0,,,0.0,,,,0.0,,,41.791897,-73.235428,9005
"CT, Middlesex",0.0,0.0,3.0,,,0.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,3.0,0.0,,41.434525,-72.524227,9007
"CT, New Haven",3.0,3.0,2.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0,2.0,7.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,41.349717,-72.900204,9009
"CT, New London",0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,41.47863,-72.103452,9011
"CT, Tolland",0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,,,,,,,,41.858076,-72.340977,9013
"CT, Windham",0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,,0.0,1.0,0.0,,41.824999,-71.990702,9015
"DC, Washington",0.0,34.0,3.0,2.0,5.0,2.0,0.0,8.0,2.0,6.0,15.0,10.0,1.0,3.0,5.0,1.0,4.0,13.0,11.0,,38.904149,-77.017094,11001
"DE, Kent",0.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,,1.0,1.0,0.0,,39.097088,-75.502982,10001
"DE, New Castle",0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,39.575915,-75.644132,10003
"DE, Sussex",,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,2.0,0.0,0.0,38.677511,-75.335495,10005
"FL, Alachua",0.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,,0.0,1.0,1.0,,0.0,,0.0,0.0,0.0,29.67574,-82.357221,12001
"FL, Baker",0.0,,,,,,,,,,,,0.0,,,,,,,,30.324442,-82.302284,12003
"FL, Bay",0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,,,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,30.237563,-85.631348,12005
"FL, Bradford",0.0,0.0,0.0,,,,,,,0.0,,,,,,,,0.0,,,29.946934,-82.166796,12007
"FL, Brevard",0.0,1.0,1.0,4.0,0.0,,,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.298276,-80.700384,12009
"FL, Broward",0.0,0.0,4.0,2.0,,,,,,1.0,,2.0,,,,,,,0.0,6.0,26.19352,-80.476658,12011
"FL, Calhoun",0.0,0.0,2.0,,,,,,,,,0.0,,,,,,,,,30.388801,-85.197916,12013
"FL, Charlotte",0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,1.0,26.868826,-81.940858,12015
"FL, Citrus",0.0,1.0,2.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.843628,-82.524796,12017
"FL, Clay",0.0,1.0,0.0,,0.0,,,,1.0,,1.0,,0.0,1.0,,,,2.0,,,29.987116,-81.858147,12019
"FL, Collier",0.0,0.0,2.0,0.0,,,,,,2.0,,,,,,,0.0,,,7.0,26.118713,-81.400884,12021
"FL, Columbia",0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,30.221305,-82.623127,12023
"FL, De Soto",,0.0,1.0,,,,,,,1.0,,,,,,,,,,,27.190581,-81.806253,12027
"FL, Dixie",0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,29.580899,-83.195666,12029
"FL, Duval",1.0,1.0,6.0,7.0,1.0,0.0,0.0,,0.0,1.0,18.0,28.0,3.0,2.0,1.0,1.0,,13.0,1.0,0.0,30.335245,-81.648113,12031
"FL, Escambia",0.0,7.0,12.0,,,2.0,0.0,2.0,,,,15.0,,4.0,4.0,2.0,1.0,1.0,,,30.611664,-87.33904,12033
"FL, Flagler",0.0,0.0,0.0,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,29.474894,-81.286362,12035
"FL, Franklin",0.0,,1.0,,,,,,,,,,,,,,,,,,29.810176,-84.799174,12037
"FL, Gadsden",0.0,,0.0,1.0,0.0,,,,,,,1.0,,,,,,1.0,,,30.57917,-84.612783,12039
"FL, Gilchrist",0.0,0.0,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,29.723456,-82.795801,12041
"FL, Glades",0.0,0.0,0.0,,0.0,,,,,0.0,,,,,,,,,,,26.95481,-81.19082,12043
"FL, Gulf",0.0,,4.0,,,,0.0,,0.0,,,,,,,0.0,,,,,29.907257,-85.256537,12045
"FL, Hamilton",0.0,,0.0,,,,,,,,,,,,,,,0.0,,,30.491102,-82.951049,12047
"FL, Hardee",,0.0,,,,,,,,,,,,,,,,,,,27.492846,-81.82158,12049
"FL, Hendry",0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,0.0,26.53934,-81.151584,12051
"FL, Hernando",0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,28.567911,-82.464835,12053
"FL, Highlands",0.0,0.0,,,,,,,,1.0,,,,,,,,,,,27.342627,-81.340921,12055
"FL, Hillsborough",0.0,1.0,1.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.90659,-82.349568,12057
"FL, Holmes",0.0,0.0,2.0,0.0,,,,,,,,3.0,,,,,,,,0.0,30.866222,-85.812959,12059
"FL, Indian River",0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.700638,-80.574803,12061
"FL, Jackson",0.0,0.0,0.0,,0.0,0.0,,,,,,2.0,0.0,,,,0.0,,,,30.787812,-85.210374,12063
"FL, Jefferson",1.0,,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,30.424558,-83.890859,12065
"FL, Lafayette",0.0,,1.0,,,,,,,,,,,,,,1.0,,,,29.990066,-83.17851,12067
"FL, Lake",0.0,1.0,0.0,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,28.764113,-81.712282,12069
"FL, Lee",0.0,1.0,3.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.552134,-81.89225,12071
"FL, Leon",1.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,30.45931,-84.2778,12073
"FL, Levy",0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,29.284409,-82.783483,12075
"FL, Liberty",0.0,0.0,0.0,,,,,,,,,,,,,,,,,,30.259849,-84.868581,12077
"FL, Madison",2.0,,0.0,0.0,,,,0.0,,,,,,,,,,,0.0,,30.447228,-83.470437,12079
"FL, Manatee",0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.481386,-82.365784,12081
"FL, Marion",1.0,3.0,2.0,0.0,1.0,,,,0.0,0.0,,,,1.0,1.0,,,0.0,,,29.202805,-82.0431,12083
"FL, Martin",0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,1.0,27.079954,-80.398211,12085
"FL, Miami-Dade",0.0,0.0,6.0,21.0,,,,,1.0,0.0,1.0,,,,,,,0.0,,28.0,25.610494,-80.499045,12086
"FL, Monroe",2.0,0.0,1.0,,0.0,,,,,,,,,1.0,,,,,,,25.601043,-81.206777,12087
"FL, Nassau",0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,4.0,0.0,0.0,30.605926,-81.764929,12089
"FL, Okaloosa",0.0,0.0,8.0,,,,,,,,0.0,4.0,,,,1.0,,,,0.0,30.665858,-86.594194,12091
"FL, Okeechobee",0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,27.385592,-80.887388,12093
"FL, Orange",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.514435,-81.323295,12095
"FL, Osceola",0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,0.0,,0.0,0.0,,28.059027,-81.139312,12097
"FL, Palm Beach",1.0,2.0,0.0,0.0,,1.0,0.0,,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,5.0,26.645763,-80.448673,12099
"FL, Pasco",0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.302024,-82.455707,12101
"FL, Pinellas",0.0,0.0,0.0,0.0,18.0,,1.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.903122,-82.739518,12103
"FL, Polk",0.0,1.0,0.0,0.0,,,,,,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.953115,-81.692783,12105
"FL, Putnam",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.606006,-81.740894,12107
"FL, Santa Rosa",0.0,1.0,10.0,,,,,,0.0,,,5.0,,0.0,,1.0,1.0,,,,30.703633,-87.014255,12113
"FL, Sarasota",1.0,2.0,1.0,3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.184386,-82.365835,12115
"FL, Seminole",0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,28.690079,-81.13198,12117
"FL, St Johns",0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.890593,-81.383914,12109
"FL, St Lucie",0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,27.380775,-80.443364,12111
"FL, Sumter",0.0,1.0,,,,,,,,,,,,0.0,0.0,,,1.0,1.0,,28.714294,-82.074715,12119
"FL, Suwannee",0.0,0.0,1.0,,,,,,,1.0,,0.0,,,,0.0,,1.0,,1.0,30.189244,-82.992754,12121
"FL, Taylor",0.0,,0.0,,,,,,,,,,,,,,1.0,1.0,,,30.016943,-83.616417,12123
"FL, Union",0.0,0.0,1.0,,0.0,,,,,0.0,,,,,,,,,,,30.05428,-82.366918,12125
"FL, Volusia",0.0,0.0,1.0,0.0,,0.0,,,,0.0,,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,29.057617,-81.161813,12127
"FL, Wakulla",0.0,,0.0,,,,,1.0,,,,,,,,,,,,,30.140378,-84.375136,12129
"FL, Walton",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.631211,-86.176614,12131
"FL, Washington",1.0,0.0,2.0,,,,,,0.0,,,1.0,,,,,,1.0,,,30.602217,-85.662797,12133
"GA, Appling",0.0,0.0,1.0,,,,,,,,,0.0,,,,,,,,,31.739712,-82.290103,13001
"GA, Atkinson",0.0,,0.0,,,,,,,,,,,,,,,,,,31.300562,-82.883614,13003
"GA, Bacon",0.0,0.0,,,,,,,,,,,,,,,,,,,31.563327,-82.387859,13005
"GA, Baker",0.0,0.0,,,0.0,,,0.0,,,,,,,,,,,,,31.319622,-84.454857,13007
"GA, Baldwin",,0.0,0.0,,,,,,,,,,,,,,,,,,33.059532,-83.255362,13009
"GA, Banks",,,0.0,,,,,,,,,,,,,,,,,,34.351922,-83.498441,13011
"GA, Barrow",0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,33.992009,-83.712303,13013
"GA, Bartow",0.0,0.0,1.0,,0.0,,,,,,,1.0,,,,,,,,,34.240918,-84.838188,13015
"GA, Ben Hill",,0.0,1.0,,,,,,0.0,,,0.0,,,,,1.0,,,,31.740776,-83.14719,13017
"GA, Berrien",0.0,,0.0,,,,,,,,,,,,,,,,,,31.274308,-83.231906,13019
"GA, Bibb",0.0,3.0,1.0,0.0,0.0,,3.0,1.0,1.0,1.0,,0.0,,,,,0.0,1.0,1.0,,32.808844,-83.694193,13021
"GA, Bleckley",,,0.0,,,,,,,,,,,,,,,,,,32.435403,-83.331717,13023
"GA, Brantley",0.0,,1.0,,,,,,,,,1.0,2.0,1.0,,,0.0,,,,31.197334,-81.982978,13025
"GA, Brooks",0.0,,,,,,,,0.0,,,,,,,,,0.0,,,30.833696,-83.588971,13027
"GA, Bryan",0.0,0.0,1.0,,,,,,,,,2.0,0.0,,,,,,,1.0,32.017969,-81.438543,13029
"GA, Bulloch",0.0,0.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,32.393408,-81.74381,13031
"GA, Burke",,0.0,,,,,,,,,,0.0,,,,1.0,,,,,33.063737,-82.00389,13033
"GA, Butts",,0.0,0.0,0.0,,,,,,,1.0,,,,,,,,,,33.290355,-83.958221,13035
"GA, Camden",0.0,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,1.0,,30.916358,-81.636516,13039
"GA, Candler",,0.0,0.0,,,,,,,,,0.0,,,,,1.0,,,,32.403986,-82.071446,13043
"GA, Carroll",,0.0,0.0,0.0,,,,,,,,1.0,,,,,0.0,,,,33.582237,-85.080527,13045
"GA, Catoosa",0.0,0.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,34.899393,-85.137353,13047
"GA, Charlton",0.0,,,,,,,,,,,,,,,,,,,,30.779904,-82.139644,13049
"GA, Chatham",0.0,0.0,8.0,1.0,,1.0,0.0,,,,10.0,1.0,0.0,0.0,0.0,,4.0,0.0,1.0,0.0,31.974756,-81.091768,13051
"GA, Chattahoochee",,,0.0,0.0,,,,,,,,,,,,,,,,,32.347445,-84.788021,13053
"GA, Chattooga",0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,34.474179,-85.345289,13055
"GA, Cherokee",,0.0,0.0,,,,1.0,,,,,0.0,0.0,,,,1.0,2.0,,,34.244317,-84.475057,13057
"GA, Clarke",0.0,1.0,0.0,0.0,,,1.0,,,,,,,,,1.0,,,,,33.952234,-83.36713,13059
"GA, Clayton",,0.0,1.0,3.0,,,1.0,0.0,,1.0,0.0,2.0,,,,,,,,,33.552242,-84.412977,13063
"GA, Clinch",0.0,,,,,,,,0.0,,,,,,,,,,,,30.917653,-82.702614,13065
"GA, Cobb",0.0,0.0,0.0,2.0,3.0,1.0,5.0,1.0,0.0,1.0,0.0,9.0,1.0,1.0,4.0,0.0,1.0,2.0,,,33.93994,-84.574166,13067
"GA, Coffee",0.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,31.549245,-82.844938,13069
"GA, Colquitt",,1.0,,,,,,,,,,,,,,,,,,,31.189758,-83.769741,13071
"GA, Columbia",0.0,0.0,0.0,,,,1.0,,,,,4.0,1.0,,,,1.0,1.0,,,33.550556,-82.251342,13073
"GA, Cook",0.0,0.0,,,,,,,,,,,,,,0.0,,,,,31.152935,-83.429552,13075
"GA, Coweta",,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,33.352897,-84.762138,13077
"GA, Crawford",,0.0,,,,,,,,,,,,,,,,,,,32.709446,-83.979182,13079
"GA, Crisp",,1.0,0.0,,,,1.0,,,,0.0,,,,,,2.0,,,,31.914753,-83.753338,13081
"GA, Dade",,0.0,0.0,,,,,,,,,,,,,,,,,,34.852424,-85.506201,13083
"GA, Dawson",,,,,,,,,,,,1.0,,,,,,1.0,,,34.442842,-84.173284,13085
"GA, De Kalb",0.0,5.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,5.0,3.0,7.0,0.0,1.0,3.0,1.0,6.0,2.0,1.0,1.0,33.770661,-84.226343,13089
"GA, Decatur",0.0,0.0,,,,,,,,,,0.0,,,,,1.0,,,,30.877961,-84.577744,13087
"GA, Dodge",0.0,0.0,,,,,,,,,,,,,,,,,,,32.160656,-83.156818,13091
"GA, Dooly",,0.0,,0.0,,,,,,,,,,,,,,,,,32.151995,-83.807167,13093
"GA, Dougherty",0.0,2.0,2.0,,0.0,3.0,1.0,2.0,,1.0,,11.0,,,,,2.0,4.0,,3.0,31.535068,-84.214444,13095
"GA, Douglas",,0.0,0.0,0.0,0.0,,0.0,,,,,2.0,,,,1.0,0.0,,,,33.699317,-84.765944,13097
"GA, Early",,0.0,,,,,,,,,,1.0,,,,,,,,,31.324191,-84.906723,13099
"GA, Echols",0.0,,,,,,,,,,,,,,,,,1.0,,,30.7085,-82.836132,13101
"GA, Effingham",0.0,0.0,0.0,,,,,,,,,,,,,,,,,,32.361711,-81.343337,13103
"GA, Elbert",,,,,,,,,,,,,,,,,0.0,,,,34.115017,-82.842057,13105
"GA, Emanuel",,0.0,0.0,,,,,,,,,,,,,,,,,,32.5911,-82.299763,13107
"GA, Evans",,0.0,,,,,,,,,,,,,,,,,,,32.151902,-81.887618,13109
"GA, Fayette",,1.0,0.0,,,,,,,,1.0,0.0,,,,,,,,,33.412717,-84.493941,13113
"GA, Floyd",,0.0,0.0,,,,,2.0,,,,1.0,,,,,1.0,,,1.0,34.263677,-85.21373,13115
"GA, Forsyth",0.0,0.0,0.0,,,,,0.0,,,,1.0,,1.0,0.0,,1.0,,,,34.225143,-84.127336,13117
"GA, Franklin",0.0,0.0,,,,,,,,,,,0.0,,,,,0.0,,,34.375155,-83.227291,13119
"GA, Fulton",1.0,8.0,8.0,8.0,8.0,2.0,9.0,1.0,0.0,1.0,1.0,9.0,0.0,6.0,1.0,1.0,3.0,9.0,6.0,0.0,33.790034,-84.468182,13121
